OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-TACFA1B:20140619:14398:FB:WB,Quality Control Sample-Field Blank,Water,,2014-06-19,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-TACFA1B,Tagish River,,,,,60.2934280000,-134.2624720000,Grab Sample_Bottle,YRITWC,Grab Sample Method,Samples taken at one time. Collection bottle rinsed three times with stream water before collection. Samples then filtered through washed syringe before placing into specified sample containers,Water Bottle,STORET-907372160,,,Potassium,Dissolved,0.015561004,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I-1472-87,USDOI/USGS,Metals in Water by ICP,,https://www.nemi.gov/methods/method_summary/8896/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YRITWC/activities/YRITWC-TACFA1B%3A20140619%3A14398%3AFB%3AWB/results/907372160/resdetectqntlmts,Lower Quantitation Limit,.02,mg/L,,2021-08-10T15:02:25,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-14564:20140925:YUYXY1A:SR:WB,Sample-Routine,Water,,2014-09-25,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-YUYXY1A,Yukon River above Whitehorse,,,,,60.5735000000,-134.6696000000,Grab Sample_Bottle,YRITWC,Grab Sample Method,Samples taken at one time. Collection bottle rinsed three times with stream water before collection. Samples then filtered through washed syringe before placing into specified sample containers,Water Bottle,STORET-906965053,Not Reported,,Ion Balance,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Ion Balance,YRITWC,Ion Balance,,,,,,,,,,,2021-08-09T20:09:08,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-TACFA1B:20141003:14569:FM:PS,Field Msr/Obs,Water,,2014-10-03,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-TACFA1B,Tagish River,,,,,60.2934280000,-134.2624720000,Field Sample_Meter,YRITWC,Field Sample,Field characteristics taken with meter,Probe/Sensor,STORET-903171037,,,"Temperature, water",,6.31,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T18:13:53,STORET
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S007-127.1408051330.000F,Field Msr/Obs,Water,Surface Water,2014-08-05,13:30:00,CDT,,,,,,,,,,,,PRJ00330,Watershed Pollutant Load Monitoring Network (WPLMN),,MNPCA-S007-127,"RED R OF THE NORTH AT EMERSON, MANITOBA. MANITOBA 200","Warm, sunny, breezy, water within banks, good muddy flow",,,,49.0027110000,-97.2221580000,,,,,,STORET-402139925,,,Dissolved oxygen (DO),Total,6.91,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,FLD,MNPCA,"Field measurement/observation, generic method",,,,2014-08-05,,,,,,,2015-02-10T15:42:23,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-YUYDA1A:20140715:14456:FM:PS,Field Msr/Obs,Water,,2014-07-15,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-YUYDA1A,Yukon River above Dawson,,,,,64.0283370000,-139.4781310000,Field Sample_Meter,YRITWC,Field Sample,Field characteristics taken with meter,Probe/Sensor,STORET-903175082,,,"Temperature, water",,15.6,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T18:14:35,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-SR0042014-1-16,Field Msr/Obs,Water,,2014-01-16,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-SR004,St. Regis 004 Sesi Mitchell,,,,,45.0015500000,-74.6399000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-401849908,,,Turbidity,,0.00,NTU,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-16,,,,,,,2015-02-10T12:40:46,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-ADMA2014-9-12,Field Msr/Obs,Water,,2014-09-12,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-ADMA,Adams Marina,,,,,45.0202300000,-74.5900000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-401845333,,,Dissolved oxygen (DO),,0.02,mg/L,,Final,Standard Deviation,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-12,,,,,,,2015-02-10T12:39:50,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-YUYXY1A:20140618:14402:FM:PS,Field Msr/Obs,Water,,2014-06-18,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-YUYXY1A,Yukon River above Whitehorse,,,,,60.5735000000,-134.6696000000,Field Sample_Meter,YRITWC,Field Sample,Field characteristics taken with meter,Probe/Sensor,STORET-903175319,,,Dissolved oxygen (DO),,104.7,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T18:14:37,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-14469:20140722:YUYXY1A:SR:WB,Sample-Routine,Water,,2014-07-22,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-YUYXY1A,Yukon River above Whitehorse,,,,,60.5735000000,-134.6696000000,Grab Sample_Bottle,YRITWC,Grab Sample Method,Samples taken at one time. Collection bottle rinsed three times with stream water before collection. Samples then filtered through washed syringe before placing into specified sample containers,Water Bottle,STORET-906964994,,,Sodium,Dissolved,2.27367426965031,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I-1472-87,USDOI/USGS,Metals in Water by ICP,,https://www.nemi.gov/methods/method_summary/8896/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YRITWC/activities/YRITWC-14469%3A20140722%3AYUYXY1A%3ASR%3AWB/results/906964994/resdetectqntlmts,Lower Quantitation Limit,0.200,mg/L,,2021-08-09T20:09:08,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-TACFA1B:20140619:14398:FB:WB,Quality Control Sample-Field Blank,Water,,2014-06-19,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-TACFA1B,Tagish River,,,,,60.2934280000,-134.2624720000,Grab Sample_Bottle,YRITWC,Grab Sample Method,Samples taken at one time. Collection bottle rinsed three times with stream water before collection. Samples then filtered through washed syringe before placing into specified sample containers,Water Bottle,STORET-907372163,,,Alkalinity,Dissolved,2.22441135,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I-2030-89,USDOI/USGS,Alkalinity of water samples,,https://www.nemi.gov/methods/method_summary/8950/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YRITWC/activities/YRITWC-TACFA1B%3A20140619%3A14398%3AFB%3AWB/results/907372163/resdetectqntlmts,Lower Quantitation Limit,0.00,mg/L,,2021-08-10T15:02:25,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-14549:20140916:TACFA1B:SR:WB,Sample-Routine,Water,,2014-09-16,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-TACFA1B,Tagish River,,,,,60.2934280000,-134.2624720000,Grab Sample_Bottle,YRITWC,Grab Sample Method,Samples taken at one time. Collection bottle rinsed three times with stream water before collection. Samples then filtered through washed syringe before placing into specified sample containers,Water Bottle,STORET-906952953,,,Magnesium,Dissolved,2.2741130862062,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I-1472-87,USDOI/USGS,Metals in Water by ICP,,https://www.nemi.gov/methods/method_summary/8896/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YRITWC/activities/YRITWC-14549%3A20140916%3ATACFA1B%3ASR%3AWB/results/906952953/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2021-08-09T20:07:58,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-TACFA1B:20140916:14549:LD:WB,Quality Control Sample-Lab Duplicate,Water,,2014-09-16,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-TACFA1B,Tagish River,,,,,60.2934280000,-134.2624720000,Grab Sample_Bottle,YRITWC,Grab Sample Method,Samples taken at one time. Collection bottle rinsed three times with stream water before collection. Samples then filtered through washed syringe before placing into specified sample containers,Water Bottle,STORET-909656871,,,Sodium,Dissolved,0.31,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I-1472-87,USDOI/USGS,Metals in Water by ICP,,https://www.nemi.gov/methods/method_summary/8896/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YRITWC/activities/YRITWC-TACFA1B%3A20140916%3A14549%3ALD%3AWB/results/909656871/resdetectqntlmts,Lower Quantitation Limit,0.200,mg/L,,2021-08-17T19:59:24,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-TACFA1B:20140702:14424:FM:PS,Field Msr/Obs,Water,,2014-07-02,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-TACFA1B,Tagish River,,,,,60.2934280000,-134.2624720000,Field Sample_Meter,YRITWC,Field Sample,Field characteristics taken with meter,Probe/Sensor,STORET-903171035,,,Dissolved oxygen (DO),,12.46,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T18:13:53,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-ADMA2014-1-31,Field Msr/Obs,Water,,2014-01-31,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-ADMA,Adams Marina,,,,,45.0202300000,-74.5900000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-401844940,,,Dissolved oxygen (DO),,0.02,mg/L,,Final,Standard Deviation,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-31,,,,,,,2015-02-10T12:39:45,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-MCAWP2014-8-29,Field Msr/Obs,Water,,2014-08-29,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-MCAWP,MCA Water Plant,,,,,45.0049900000,-74.6515000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-401847154,,,Turbidity,,1.15,NTU,,Final,Standard Deviation,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2014-08-29,,,,,,,2015-02-10T12:40:13,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-14423:20140703:YUYDA1A:SR:WB,Sample-Routine,Water,,2014-07-03,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-YUYDA1A,Yukon River above Dawson,,,,,64.0283370000,-139.4781310000,Grab Sample_Bottle,YRITWC,Grab Sample Method,Samples taken at one time. Collection bottle rinsed three times with stream water before collection. Samples then filtered through washed syringe before placing into specified sample containers,Water Bottle,STORET-906964632,,,"pH, lab***retired***use pH",Dissolved,8.083,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I-1586-85,USDOI/USGS,pH of Water Samples by Ion Selective Electrode,,https://www.nemi.gov/methods/method_summary/8925/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YRITWC/activities/YRITWC-14423%3A20140703%3AYUYDA1A%3ASR%3AWB/results/906964632/resdetectqntlmts,Lower Quantitation Limit,none,mg/L,,2021-08-09T20:09:05,STORET
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S007-127.1405081232.000S,Sample-Routine,Water,Surface Water,2014-05-08,12:32:00,CDT,,,,,,,,,,,,PRJ00330,Watershed Pollutant Load Monitoring Network (WPLMN),,MNPCA-S007-127,"RED R OF THE NORTH AT EMERSON, MANITOBA. MANITOBA 200","Cool, cloudy, windy, water is high and muddy with good flow, some floating debris, out of banks, some rain overnight",,,,49.0027110000,-97.2221580000,G,MNPCA,"Grab sample.  Submerge and fill a water sampling vessel, or sample directly into the sample bottle provided by the an...",,Van Dorn Bottle,STORET-558395572,,,Turbidity,Total,194,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,180.1,USEPA,Turbidity by Nephelometry,,https://www.nemi.gov/methods/method_summary/5217/,MN00918,1901-01-01,,,,,,,2016-06-06T12:42:27,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-ADMA2014-9-12,Field Msr/Obs,Water,,2014-09-12,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-ADMA,Adams Marina,,,,,45.0202300000,-74.5900000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-401845346,,,Turbidity,,0.00,NTU,,Final,Standard Deviation,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-12,,,,,,,2015-02-10T12:39:51,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-STRI2014-8-29,Field Msr/Obs,Water,,2014-08-29,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-STRI,St. Regis Island,,,,,45.0309200000,-74.6080000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-401850613,,,Conductivity,,297.12,uS/cm,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2014-08-29,,,,,,,2015-02-10T12:40:56,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-14425:20140702:TACFA1B:SR:WB,Sample-Routine,Water,,2014-07-02,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-TACFA1B,Tagish River,,,,,60.2934280000,-134.2624720000,Grab Sample_Bottle,YRITWC,Grab Sample Method,Samples taken at one time. Collection bottle rinsed three times with stream water before collection. Samples then filtered through washed syringe before placing into specified sample containers,Water Bottle,STORET-906953038,,,Sodium,Dissolved,2.08386951329792,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I-1472-87,USDOI/USGS,Metals in Water by ICP,,https://www.nemi.gov/methods/method_summary/8896/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YRITWC/activities/YRITWC-14425%3A20140702%3ATACFA1B%3ASR%3AWB/results/906953038/resdetectqntlmts,Lower Quantitation Limit,0.200,mg/L,,2021-08-09T20:07:58,STORET
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S007-127.1407101210.000S,Sample-Routine,Water,Surface Water,2014-07-10,12:10:00,CDT,,,,,,,,,,,,PRJ00330,Watershed Pollutant Load Monitoring Network (WPLMN),,MNPCA-S007-127,"RED R OF THE NORTH AT EMERSON, MANITOBA. MANITOBA 200","Warm, sunny, windy, water high from rain over 3 weeks ago, receding, good flow, muddy",,,,49.0027110000,-97.2221580000,G,MNPCA,"Grab sample.  Submerge and fill a water sampling vessel, or sample directly into the sample bottle provided by the an...",,Van Dorn Bottle,STORET-558389560,,,Total suspended solids,Total,82,mg/L,,Final,,Actual,Dry,,,,,,,,,,,,,,,,,,,2540-D,APHA,2540 D ~ Total Suspended Solids in Water,,https://www.nemi.gov/methods/method_summary/9819/,MN00918,1901-01-01,,,,,,,2016-06-06T12:41:19,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-ADMA2014-9-12,Field Msr/Obs,Water,,2014-09-12,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-ADMA,Adams Marina,,,,,45.0202300000,-74.5900000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-401845340,,,Conductivity,,301.96,uS/cm,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-12,,,,,,,2015-02-10T12:39:50,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-STYMA1A:20140624:14429:LD:WB,Quality Control Sample-Lab Duplicate,Water,,2014-06-24,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-STYMA1A,Stewart River,,,,,63.5865140000,-135.8597640000,Grab Sample_Bottle,YRITWC,Grab Sample Method,Samples taken at one time. Collection bottle rinsed three times with stream water before collection. Samples then filtered through washed syringe before placing into specified sample containers,Water Bottle,STORET-909657867,,,Potassium,Dissolved,208,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I-1472-87,USDOI/USGS,Metals in Water by ICP,,https://www.nemi.gov/methods/method_summary/8896/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YRITWC/activities/YRITWC-STYMA1A%3A20140624%3A14429%3ALD%3AWB/results/909657867/resdetectqntlmts,Lower Quantitation Limit,.02,mg/L,,2021-08-17T19:59:48,STORET
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S007-127.1410021315.000F,Field Msr/Obs,Water,Surface Water,2014-10-02,13:15:00,CDT,,,,,,,,,,,,PRJ00330,Watershed Pollutant Load Monitoring Network (WPLMN),,MNPCA-S007-127,"RED R OF THE NORTH AT EMERSON, MANITOBA. MANITOBA 200","Modest flow, muddy water. Stage visibly lower than recent past. WWG taken at Pembina site. Some leaves in flow. Beautiful weather with several fishermen near boat launch.",,,,49.0027110000,-97.2221580000,,,,,,STORET-402139904,,,"Temperature, water",Total,15.36,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,FLD,MNPCA,"Field measurement/observation, generic method",,,,2014-10-02,,,,,,,2015-02-10T15:42:23,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-YUYXY1A:20140613:14395:FB:WB,Quality Control Sample-Field Blank,Water,,2014-06-13,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-YUYXY1A,Yukon River above Whitehorse,,,,,60.5735000000,-134.6696000000,Grab Sample_Bottle,YRITWC,Grab Sample Method,Samples taken at one time. Collection bottle rinsed three times with stream water before collection. Samples then filtered through washed syringe before placing into specified sample containers,Water Bottle,STORET-907372591,,,Alkalinity,Dissolved,2.90349486,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I-2030-89,USDOI/USGS,Alkalinity of water samples,,https://www.nemi.gov/methods/method_summary/8950/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YRITWC/activities/YRITWC-YUYXY1A%3A20140613%3A14395%3AFB%3AWB/results/907372591/resdetectqntlmts,Lower Quantitation Limit,0.00,mg/L,,2021-08-10T15:02:26,STORET
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S007-127.1406261440.000S,Sample-Routine,Water,Surface Water,2014-06-26,14:40:00,CDT,,,,,,,,,,,,PRJ00330,Watershed Pollutant Load Monitoring Network (WPLMN),,MNPCA-S007-127,"RED R OF THE NORTH AT EMERSON, MANITOBA. MANITOBA 200","Warm, cloudy, breezy, high water, out of banks, good flow",,,,49.0027110000,-97.2221580000,G,MNPCA,"Grab sample.  Submerge and fill a water sampling vessel, or sample directly into the sample bottle provided by the an...",,Van Dorn Bottle,STORET-558389574,,,Total volatile solids,Total,8,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,160.4,USEPA,Volatile Residue,,https://www.nemi.gov/methods/method_summary/5215/,MN00918,1901-01-01,,,,,,,2016-06-06T12:41:19,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-TACFA1B:20140619:14398:FB:WB,Quality Control Sample-Field Blank,Water,,2014-06-19,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-TACFA1B,Tagish River,,,,,60.2934280000,-134.2624720000,Grab Sample_Bottle,YRITWC,Grab Sample Method,Samples taken at one time. Collection bottle rinsed three times with stream water before collection. Samples then filtered through washed syringe before placing into specified sample containers,Water Bottle,STORET-907372162,,,Sodium,Dissolved,0.12412301,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I-1472-87,USDOI/USGS,Metals in Water by ICP,,https://www.nemi.gov/methods/method_summary/8896/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YRITWC/activities/YRITWC-TACFA1B%3A20140619%3A14398%3AFB%3AWB/results/907372162/resdetectqntlmts,Lower Quantitation Limit,0.200,mg/L,,2021-08-10T15:02:25,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-STRI2014-9-26,Field Msr/Obs,Water,,2014-09-26,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-STRI,St. Regis Island,,,,,45.0309200000,-74.6080000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-401850663,,,"Temperature, water",,0.01,deg C,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-26,,,,,,,2015-02-10T12:40:57,STORET
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S007-127.1408051330.000S,Sample-Routine,Water,Surface Water,2014-08-05,13:30:00,CDT,,,,,,,,,,,,PRJ00330,Watershed Pollutant Load Monitoring Network (WPLMN),,MNPCA-S007-127,"RED R OF THE NORTH AT EMERSON, MANITOBA. MANITOBA 200","Warm, sunny, breezy, water within banks, good muddy flow",,,,49.0027110000,-97.2221580000,G,MNPCA,"Grab sample.  Submerge and fill a water sampling vessel, or sample directly into the sample bottle provided by the an...",,Van Dorn Bottle,STORET-558389299,,as P,Orthophosphate,Dissolved,0.143,mg/L,,Final,,Actual,,,,,,,,,,Lab qualifier:  (F3|H3),,,,,,,,,,365.3,USEPA,Phosphorus by Two Reagent Colorimetry,,https://www.nemi.gov/methods/method_summary/5255/,MN00918,1901-01-01,,,,,,,2016-06-06T12:41:16,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-SR0042014-8-29,Field Msr/Obs,Water,,2014-08-29,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-SR004,St. Regis 004 Sesi Mitchell,,,,,45.0015500000,-74.6399000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-401850250,,,Dissolved oxygen (DO),,8.35,mg/L,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2014-08-29,,,,,,,2015-02-10T12:40:51,STORET
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S007-127.1405020950.000S,Sample-Routine,Water,Surface Water,2014-05-02,09:50:00,CDT,,,,,,,,,,,,PRJ00330,Watershed Pollutant Load Monitoring Network (WPLMN),,MNPCA-S007-127,"RED R OF THE NORTH AT EMERSON, MANITOBA. MANITOBA 200","Cool, very windy, sunny, water is rising from south basin rain earlier in week, muddy, good flow, some floating debris",,,,49.0027110000,-97.2221580000,G,MNPCA,"Grab sample.  Submerge and fill a water sampling vessel, or sample directly into the sample bottle provided by the an...",,Van Dorn Bottle,STORET-558395596,,as P,Phosphorus,Total,0.486,mg/L,,Final,,Actual,,,,,,,,,,Lab qualifier:  (D2),,,,,,,,,,365.3,USEPA,Phosphorus by Two Reagent Colorimetry,,https://www.nemi.gov/methods/method_summary/5255/,MN00918,1901-01-01,,,,,,,2016-06-06T12:42:27,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-YUYXY1A:20141001:14571:FR:WB,Quality Control Sample-Field Replicate,Water,,2014-10-01,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-YUYXY1A,Yukon River above Whitehorse,,,,,60.5735000000,-134.6696000000,Grab Sample_Bottle,YRITWC,Grab Sample Method,Samples taken at one time. Collection bottle rinsed three times with stream water before collection. Samples then filtered through washed syringe before placing into specified sample containers,Water Bottle,STORET-907425844,,,Alkalinity,Dissolved,833.7,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I-2030-89,USDOI/USGS,Alkalinity of water samples,,https://www.nemi.gov/methods/method_summary/8950/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YRITWC/activities/YRITWC-YUYXY1A%3A20141001%3A14571%3AFR%3AWB/results/907425844/resdetectqntlmts,Lower Quantitation Limit,0.00,mg/L,,2021-08-11T15:18:52,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-14451:20140707:STYMA1A:SR:WB,Sample-Routine,Water,,2014-07-07,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-STYMA1A,Stewart River,,,,,63.5865140000,-135.8597640000,Grab Sample_Bottle,YRITWC,Grab Sample Method,Samples taken at one time. Collection bottle rinsed three times with stream water before collection. Samples then filtered through washed syringe before placing into specified sample containers,Water Bottle,STORET-906952786,,,Sodium,Dissolved,2.90992115206973,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I-1472-87,USDOI/USGS,Metals in Water by ICP,,https://www.nemi.gov/methods/method_summary/8896/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YRITWC/activities/YRITWC-14451%3A20140707%3ASTYMA1A%3ASR%3AWB/results/906952786/resdetectqntlmts,Lower Quantitation Limit,0.200,mg/L,,2021-08-09T20:07:57,STORET
